# Rarotonga Sr/Ca and SST Reconstruction Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1860
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/rarotonga_sr-ca.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2000-11
#--------------------
# Title
#	Study_Name: Rarotonga Sr/Ca and SST Reconstruction Data
#--------------------
# Investigators
#       Investigators: Linsley, B.K.; Wellington G.M.; Schrag D.P.
#--------------------
# Description_and_Notes
#	Description: A 271 year record of Sr/Ca variability in a coral from Rarotonga in the South Pacific gyre.  Calibration with monthly sea surface temperature (SST) from satellite and ship measurements  made in grid measuring 1� by 1� over the period from 1981 to 1997 indicates that this  Sr/Ca record is an excellent proxy for SST. Comparison with SST from ship  measurements made since 1950 in a grid measuring 5� by 5� also shows that the  Sr/Ca data accurately record decadal changes in SST. The entire Sr/Ca record back to  1726 shows a distinct pattern of decadal variability with repeated decadal and  interdecadal SST regime shifts greater than 0.75�C. Comparison with decadal  climate variability in the North Pacific as represented by the Pacific Decadal  Oscillation index (1900-1997) indicates that several of the largest decadal-scale  SST variations at Rarotonga are coherent with SST regime shifts in the North Pacific.  This hemispheric symmetry suggests that tropical forcing may be an important  factor in at least some of the decadal variability observed in the Pacific Ocean.
#--------------------
# Publication 
#       Authors: Linsley, B.K.; Wellington G.M.; Schrag D.P.
#       Published_Date_or_Year: 2000
#       Published_Title: Decadal sea surface temperature variability in the sub-tropical south Pacific
#       Journal_Name: Science
#       Volume: 290
#       Edition: 
#       Issue: 
#       Pages: 1145-1148
#       DOI: 
#       Online_Resource: 
#       Full_Citation: Linsley, B.K., G.M. Wellington, and D.P. Schrag, 2000, Decadal Sea Surface Temperature Variability  in the Sub-Tropical South Pacific from 1726 to 1997 A.D.,   Science v.290, pp1145-1148, 10 Nov 2000.
#       Abstract: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: National Science Foundation (USA)
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: National Oceanic and Atmospheric Administration (USA)
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Rarotonga, Cook Islands
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Polynesia>Cook Islands
#	Country: Cook Islands 
#	Northernmost_Latitude: -21.23 
# 	Southernmost_Latitude: -21.23 
# 	Easternmost_Longitude: -159.82 
# 	Westernmost_Longitude: -159.82 
# 	Elevation: -18 m
#------------------
# Data_Collection   
#	Collection_Name: 00cook01a 
#	Earliest_Year: 1726
#	Most_Recent_Year: 1997
#	Time_Unit: y_ad
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name:  
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
#
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##Sr/Ca	Strontium/Calcium, , ,mmol/mol, ,Corals and Sclerosponges, , analytical technique: ICP-OES,N
##sst	sea surface temperature reconstruction, Porites sp., ,degrees C, , Corals and Sclerosponges, , ,N
##sst_av_fil_at_8y	sea surface temperature reconstruction, Porites sp., ,degrees C, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	Sr/Ca	sst	sst_av_fil_at_8y
1872.09	9.37	26.69	0.35
1872.17	9.33	27.19	0.34
1872.25	9.32	27.28	0.33
1872.34	9.37	26.76	0.32
1872.42	9.42	26.13	0.31
1872.5	9.46	25.65	0.3
1872.59	9.53	24.8	0.29
1872.67	9.56	24.4	0.28
1872.75	9.58	24.15	0.27
1872.84	9.52	24.84	0.26
1872.92	9.43	26.02	0.25
1873	9.34	27.01	0.24
1873.09	9.33	27.19	0.23
1873.17	9.34	27.03	0.22
1873.25	9.36	26.8	0.21
1873.34	9.45	25.67	0.2
1873.42	9.48	25.34	0.19
1873.5	9.52	24.93	0.18
1873.59	9.54	24.65	0.17
1873.67	9.55	24.52	0.16
1873.75	9.47	25.53	0.15
1873.84	9.41	26.23	0.14
1873.92	9.4	26.34	0.13
1874	9.37	26.68	0.11
1874.09	9.34	27.06	0.1
1874.17	9.31	27.39	0.09
1874.25	9.33	27.18	0.08
1874.34	9.34	27.03	0.07
1874.42	9.34	27.07	0.05
1874.5	9.42	26.08	0.04
1874.59	9.51	25.04	0.02
1874.67	9.57	24.27	0.01
1874.75	9.55	24.52	0
1874.84	9.5	25.14	-0.02
1874.92	9.44	25.81	-0.03
1875	9.41	26.19	-0.05
1875.09	9.34	27.03	-0.06
1875.17	9.34	27.03	-0.08
1875.25	9.31	27.43	-0.1
1875.34	9.38	26.57	-0.11
1875.42	9.4	26.31	-0.13
1875.5	9.47	25.46	-0.14
1875.59	9.56	24.44	-0.16
1875.67	9.53	24.76	-0.18
1875.75	9.56	24.44	-0.19
1875.84	9.5	25.14	-0.21
1875.92	9.46	25.66	-0.22
1876	9.39	26.47	-0.24
1876.09	9.37	26.73	-0.26
1876.17	9.36	26.83	-0.27
1876.25	9.38	26.6	-0.28
1876.34	9.42	26.12	-0.3
1876.42	9.44	25.88	-0.31
1876.5	9.52	24.86	-0.33
1876.59	9.57	24.29	-0.34
1876.67	9.61	23.79	-0.35
1876.75	9.62	23.63	-0.36
1876.84	9.61	23.84	-0.37
1876.92	9.54	24.64	-0.38
1877	9.45	25.72	-0.39
1877.09	9.39	26.43	-0.39
1877.17	9.38	26.62	-0.4
1877.25	9.43	26.03	-0.4
1877.34	9.46	25.58	-0.41
1877.42	9.52	24.82	-0.41
1877.5	9.59	24.08	-0.41
1877.59	9.62	23.63	-0.42
1877.67	9.63	23.55	-0.42
1877.75	9.6	23.91	-0.42
1877.84	9.56	24.34	-0.42
1877.92	9.57	24.26	-0.41
1878	9.52	24.93	-0.41
1878.09	9.4	26.29	-0.41
1878.17	9.3	27.52	-0.41
1878.25	9.31	27.42	-0.41
1878.34	9.35	26.93	-0.4
1878.42	9.38	26.55	-0.4
1878.5	9.47	25.47	-0.4
1878.59	9.51	25.02	-0.4
1878.67	9.58	24.15	-0.4
1878.75	9.58	24.19	-0.39
1878.84	9.45	25.69	-0.39
1878.92	9.4	26.38	-0.39
1879	9.36	26.8	-0.39
1879.09	9.33	27.16	-0.39
1879.17	9.32	27.35	-0.4
1879.25	9.32	27.32	-0.4
1879.34	9.36	26.78	-0.4
1879.42	9.38	26.52	-0.4
1879.5	9.47	25.47	-0.41
1879.59	9.57	24.32	-0.41
1879.67	9.61	23.79	-0.41
1879.75	9.58	24.11	-0.42
1879.84	9.58	24.15	-0.42
1879.92	9.58	24.21	-0.43
1880	9.46	25.65	-0.43
1880.09	9.38	26.58	-0.43
1880.17	9.36	26.84	-0.44
1880.25	9.36	26.85	-0.44
1880.34	9.35	26.95	-0.45
1880.42	9.46	25.58	-0.45
1880.5	9.56	24.36	-0.45
1880.59	9.6	23.93	-0.46
1880.67	9.69	22.82	-0.46
1880.75	9.6	23.91	-0.46
1880.84	9.62	23.61	-0.47
1880.92	9.51	25	-0.47
1881	9.46	25.61	-0.47
1881.09	9.43	25.99	-0.47
1881.17	9.37	26.7	-0.47
1881.25	9.38	26.61	-0.47
1881.34	9.41	26.27	-0.47
1881.42	9.46	25.64	-0.48
1881.5	9.5	25.16	-0.48
1881.59	9.55	24.54	-0.48
1881.67	9.57	24.27	-0.48
1881.75	9.52	24.84	-0.48
1881.84	9.49	25.19	-0.48
1881.92	9.44	25.91	-0.48
1882	9.43	26.01	-0.48
1882.09	9.41	26.2	-0.48
1882.17	9.42	26.14	-0.48
1882.25	9.4	26.29	-0.48
1882.34	9.41	26.24	-0.48
1882.42	9.45	25.73	-0.48
1882.5	9.54	24.61	-0.48
1882.59	9.59	24.07	-0.47
1882.67	9.62	23.67	-0.47
1882.75	9.6	23.95	-0.47
1882.84	9.58	24.1	-0.47
1882.92	9.51	25.02	-0.47
1883	9.41	26.2	-0.47
1883.09	9.43	25.93	-0.46
1883.17	9.36	26.84	-0.46
1883.25	9.37	26.66	-0.46
1883.34	9.33	27.18	-0.46
1883.42	9.39	26.42	-0.46
1883.5	9.48	25.33	-0.45
1883.59	9.49	25.21	-0.45
1883.67	9.55	24.52	-0.45
1883.75	9.56	24.4	-0.45
1883.84	9.47	25.48	-0.44
1883.92	9.42	26.14	-0.44
1884	9.39	26.4	-0.44
1884.09	9.36	26.87	-0.43
1884.17	9.34	27.11	-0.43
1884.25	9.45	25.74	-0.43
1884.34	9.52	24.87	-0.42
1884.42	9.58	24.19	-0.42
1884.5	9.62	23.68	-0.41
1884.59	9.66	23.16	-0.4
1884.67	9.71	22.57	-0.4
1884.75	9.69	22.8	-0.39
1884.84	9.6	23.85	-0.38
1884.92	9.53	24.79	-0.37
1885	9.5	25.17	-0.36
1885.09	9.45	25.71	-0.35
1885.17	9.39	26.52	-0.34
1885.25	9.38	26.63	-0.33
1885.34	9.36	26.85	-0.31
1885.42	9.42	26.1	-0.3
1885.5	9.46	25.62	-0.29
1885.59	9.57	24.25	-0.28
1885.67	9.53	24.76	-0.27
1885.75	9.42	26.1	-0.26
1885.84	9.42	26.15	-0.25
1885.92	9.39	26.46	-0.24
1886	9.3	27.61	-0.23
1886.09	9.3	27.53	-0.23
1886.17	9.34	27.03	-0.22
1886.25	9.35	27.01	-0.21
1886.34	9.43	25.99	-0.21
1886.42	9.48	25.31	-0.21
1886.5	9.54	24.59	-0.2
1886.59	9.56	24.4	-0.2
1886.67	9.53	24.76	-0.2
1886.75	9.45	25.73	-0.19
1886.84	9.41	26.23	-0.19
1886.92	9.38	26.64	-0.19
1887	9.34	27.09	-0.19
1887.09	9.32	27.32	-0.19
1887.17	9.32	27.26	-0.19
1887.25	9.39	26.52	-0.2
1887.34	9.49	25.27	-0.2
1887.42	9.54	24.6	-0.2
1887.5	9.6	23.91	-0.2
1887.59	9.61	23.76	-0.2
1887.67	9.63	23.55	-0.21
1887.75	9.64	23.43	-0.21
1887.84	9.55	24.46	-0.21
1887.92	9.47	25.49	-0.21
1888	9.42	26.07	-0.22
1888.09	9.37	26.68	-0.22
1888.17	9.38	26.61	-0.22
1888.25	9.41	26.26	-0.22
1888.34	9.43	25.96	-0.23
1888.42	9.47	25.49	-0.23
1888.5	9.5	25.15	-0.24
1888.59	9.53	24.78	-0.24
1888.67	9.57	24.27	-0.25
1888.75	9.51	24.96	-0.25
1888.84	9.42	26.1	-0.26
1888.92	9.39	26.44	-0.26
1889	9.31	27.42	-0.27
1889.09	9.32	27.28	-0.28
1889.17	9.3	27.56	-0.29
1889.25	9.34	27.03	-0.3
1889.34	9.41	26.19	-0.31
1889.42	9.47	25.52	-0.32
1889.5	9.5	25.15	-0.33
1889.59	9.54	24.66	-0.34
1889.67	9.54	24.64	-0.35
1889.75	9.57	24.31	-0.36
1889.84	9.52	24.83	-0.37
1889.92	9.47	25.44	-0.38
1890	9.45	25.67	-0.4
1890.09	9.34	27.03	-0.41
1890.17	9.32	27.31	-0.42
1890.25	9.37	26.74	-0.43
1890.34	9.45	25.77	-0.45
1890.42	9.48	25.35	-0.46
1890.5	9.52	24.9	-0.47
1890.59	9.55	24.53	-0.48
1890.67	9.57	24.27	-0.5
1890.75	9.54	24.59	-0.51
1890.84	9.52	24.91	-0.52
1890.92	9.49	25.22	-0.53
1891	9.46	25.59	-0.53
1891.09	9.41	26.24	-0.54
1891.17	9.4	26.34	-0.55
1891.25	9.4	26.34	-0.56
1891.34	9.46	25.65	-0.56
1891.42	9.52	24.91	-0.57
1891.5	9.59	23.99	-0.57
1891.59	9.69	22.86	-0.57
1891.67	9.68	22.94	-0.57
1891.75	9.65	23.3	-0.57
1891.84	9.59	23.99	-0.57
1891.92	9.54	24.66	-0.57
1892	9.55	24.58	-0.56
1892.09	9.43	25.93	-0.56
1892.17	9.38	26.58	-0.55
1892.25	9.42	26.11	-0.54
1892.34	9.4	26.33	-0.53
1892.42	9.45	25.76	-0.52
1892.5	9.54	24.66	-0.51
1892.59	9.62	23.67	-0.5
1892.67	9.65	23.3	-0.49
1892.75	9.55	24.52	-0.47
1892.84	9.51	24.95	-0.46
1892.92	9.49	25.3	-0.44
1893	9.45	25.76	-0.43
1893.09	9.4	26.31	-0.41
1893.17	9.4	26.37	-0.4
1893.25	9.39	26.48	-0.38
1893.34	9.44	25.82	-0.36
1893.42	9.51	25	-0.35
1893.5	9.59	24	-0.33
1893.59	9.61	23.84	-0.32
1893.67	9.59	24.03	-0.3
1893.75	9.53	24.81	-0.29
1893.84	9.45	25.72	-0.27
1893.92	9.36	26.81	-0.26
1894	9.34	27.07	-0.25
1894.09	9.33	27.18	-0.23
1894.17	9.28	27.76	-0.22
1894.25	9.25	28.12	-0.21
1894.34	9.29	27.73	-0.2
1894.42	9.35	26.92	-0.2
1894.5	9.44	25.83	-0.19
1894.59	9.52	24.92	-0.19
1894.67	9.58	24.15	-0.18
1894.75	9.52	24.88	-0.18
1894.84	9.5	25.16	-0.18
1894.92	9.46	25.61	-0.18
1895	9.39	26.49	-0.18
1895.09	9.37	26.68	-0.18
1895.17	9.35	26.95	-0.19
1895.25	9.34	27.05	-0.19
1895.34	9.37	26.74	-0.19
1895.42	9.4	26.32	-0.2
1895.5	9.43	26.01	-0.21
1895.59	9.46	25.56	-0.21
1895.67	9.52	24.88	-0.22
1895.75	9.56	24.36	-0.23
1895.84	9.56	24.4	-0.24
1895.92	9.52	24.86	-0.25
1896	9.41	26.23	-0.26
1896.09	9.38	26.58	-0.27
1896.17	9.35	26.95	-0.28
1896.25	9.34	27.02	-0.29
1896.34	9.38	26.55	-0.3
1896.42	9.4	26.34	-0.31
1896.5	9.48	25.35	-0.32
1896.59	9.57	24.32	-0.33
1896.67	9.62	23.67	-0.34
1896.75	9.63	23.55	-0.35
1896.84	9.61	23.8	-0.35
1896.92	9.55	24.55	-0.36
1897	9.51	25	-0.37
1897.09	9.5	25.18	-0.37
1897.17	9.45	25.68	-0.38
1897.25	9.46	25.57	-0.38
1897.34	9.47	25.48	-0.38
1897.42	9.48	25.39	-0.38
1897.5	9.51	24.97	-0.39
1897.59	9.56	24.44	-0.39
1897.67	9.6	23.91	-0.38
1897.75	9.6	23.87	-0.38
1897.84	9.58	24.1	-0.38
1897.92	9.51	25	-0.38
1898	9.45	25.74	-0.37
1898.09	9.38	26.57	-0.37
1898.17	9.39	26.46	-0.37
1898.25	9.31	27.42	-0.36
1898.34	9.36	26.87	-0.36
1898.42	9.42	26.13	-0.35
1898.5	9.51	24.99	-0.35
1898.59	9.55	24.53	-0.34
1898.67	9.62	23.67	-0.34
1898.75	9.6	23.91	-0.33
1898.84	9.5	25.11	-0.33
1898.92	9.45	25.73	-0.32
1899	9.38	26.53	-0.32
1899.09	9.32	27.35	-0.32
1899.17	9.28	27.76	-0.31
1899.25	9.32	27.29	-0.31
1899.34	9.38	26.57	-0.31
1899.42	9.44	25.89	-0.31
1899.5	9.48	25.31	-0.3
1899.59	9.52	24.93	-0.3
1899.67	9.53	24.76	-0.3
1899.75	9.51	24.99	-0.3
1899.84	9.48	25.31	-0.3
1899.92	9.49	25.27	-0.3
1900	9.48	25.42	-0.3
1900.09	9.46	25.57	-0.3
1900.17	9.4	26.35	-0.31
1900.25	9.32	27.26	-0.31
1900.34	9.43	26.02	-0.31
1900.42	9.5	25.13	-0.31
1900.5	9.54	24.59	-0.31
1900.59	9.6	23.87	-0.32
1900.67	9.58	24.15	-0.32
1900.75	9.51	24.96	-0.32
1900.84	9.43	25.99	-0.32
1900.92	9.41	26.25	-0.33
1901	9.37	26.7	-0.33
1901.09	9.39	26.47	-0.33
1901.17	9.44	25.89	-0.34
1901.25	9.42	26.06	-0.34
1901.34	9.39	26.43	-0.35
1901.42	9.45	25.73	-0.35
1901.5	9.53	24.72	-0.36
1901.59	9.57	24.29	-0.36
1901.67	9.59	24.03	-0.37
1901.75	9.58	24.11	-0.37
1901.84	9.56	24.34	-0.38
1901.92	9.53	24.78	-0.38
1902	9.49	25.3	-0.39
1902.09	9.44	25.86	-0.4
1902.17	9.39	26.51	-0.4
1902.25	9.36	26.83	-0.41
1902.34	9.35	26.97	-0.41
1902.42	9.38	26.54	-0.42
1902.5	9.48	25.42	-0.43
1902.59	9.57	24.32	-0.44
1902.67	9.61	23.79	-0.44
1902.75	9.6	23.9	-0.45
1902.84	9.54	24.63	-0.46
1902.92	9.48	25.33	-0.47
1903	9.41	26.17	-0.48
1903.09	9.38	26.61	-0.49
1903.17	9.37	26.7	-0.5
1903.25	9.35	26.93	-0.51
1903.34	9.36	26.81	-0.52
1903.42	9.44	25.88	-0.53
1903.5	9.5	25.17	-0.55
1903.59	9.49	25.24	-0.56
1903.67	9.57	24.27	-0.57
1903.75	9.63	23.59	-0.59
1903.84	9.6	23.96	-0.6
1903.92	9.57	24.22	-0.61
1904	9.44	25.88	-0.63
1904.09	9.38	26.57	-0.64
1904.17	9.33	27.16	-0.66
1904.25	9.37	26.65	-0.67
1904.34	9.38	26.55	-0.69
1904.42	9.47	25.49	-0.7
1904.5	9.59	24.03	-0.72
1904.59	9.63	23.56	-0.73
1904.67	9.7	22.7	-0.75
1904.75	9.69	22.81	-0.76
1904.84	9.61	23.75	-0.78
1904.92	9.56	24.38	-0.79
1905	9.51	24.94	-0.81
1905.09	9.43	25.97	-0.82
1905.17	9.37	26.73	-0.83
1905.25	9.37	26.74	-0.85
1905.34	9.35	26.95	-0.86
1905.42	9.46	25.61	-0.88
1905.5	9.54	24.64	-0.89
1905.59	9.6	23.86	-0.9
1905.67	9.64	23.42	-0.92
1905.75	9.6	23.95	-0.93
1905.84	9.56	24.34	-0.95
1905.92	9.57	24.22	-0.96
1906	9.54	24.69	-0.97
1906.09	9.46	25.64	-0.99
1906.17	9.42	26.04	-1
1906.25	9.39	26.46	-1.02
1906.34	9.43	25.95	-1.03
1906.42	9.5	25.09	-1.04
1906.5	9.55	24.55	-1.06
1906.59	9.56	24.4	-1.07
1906.67	9.58	24.15	-1.08
1906.75	9.56	24.4	-1.1
1906.84	9.54	24.59	-1.11
1906.92	9.49	25.28	-1.12
1907	9.42	26.1	-1.13
1907.09	9.43	26.01	-1.14
1907.17	9.47	25.52	-1.16
1907.25	9.48	25.33	-1.17
1907.34	9.6	23.86	-1.18
1907.42	9.65	23.35	-1.19
1907.5	9.67	23.11	-1.2
1907.59	9.71	22.57	-1.21
1907.67	9.69	22.82	-1.21
1907.75	9.62	23.72	-1.22
1907.84	9.58	24.2	-1.23
1907.92	9.59	24.09	-1.23
1908	9.55	24.54	-1.24
1908.09	9.49	25.3	-1.24
1908.17	9.44	25.81	-1.24
1908.25	9.43	25.98	-1.25
1908.34	9.51	24.98	-1.25
1908.42	9.59	24.03	-1.25
1908.5	9.63	23.53	-1.25
1908.59	9.66	23.13	-1.26
1908.67	9.62	23.67	-1.26
1908.75	9.6	23.89	-1.26
1908.84	9.55	24.53	-1.26
1908.92	9.49	25.21	-1.26
1909	9.49	25.28	-1.26
1909.09	9.45	25.71	-1.26
1909.17	9.41	26.25	-1.26
1909.25	9.45	25.78	-1.26
1909.34	9.49	25.2	-1.26
1909.42	9.54	24.58	-1.26
1909.5	9.62	23.63	-1.26
1909.59	9.64	23.43	-1.26
1909.67	9.65	23.3	-1.26
1909.75	9.63	23.55	-1.26
1909.84	9.57	24.3	-1.26
1909.92	9.51	25.02	-1.27
1910	9.47	25.52	-1.27
1910.09	9.42	26.13	-1.27
1910.17	9.42	26.11	-1.27
1910.25	9.43	25.98	-1.28
1910.34	9.46	25.63	-1.28
1910.42	9.52	24.85	-1.28
1910.5	9.58	24.2	-1.29
1910.59	9.61	23.8	-1.29
1910.67	9.67	23.06	-1.3
1910.75	9.64	23.42	-1.3
1910.84	9.58	24.1	-1.31
1910.92	9.51	25.06	-1.31
1911	9.44	25.88	-1.32
1911.09	9.39	26.43	-1.32
1911.17	9.4	26.29	-1.33
1911.25	9.4	26.32	-1.34
1911.34	9.45	25.73	-1.34
1911.42	9.57	24.27	-1.35
1911.5	9.64	23.46	-1.36
1911.59	9.64	23.48	-1.36
1911.67	9.67	23.06	-1.37
1911.75	9.67	23.06	-1.37
1911.84	9.65	23.28	-1.38
1911.92	9.61	23.79	-1.38
1912	9.55	24.56	-1.38
1912.09	9.48	25.35	-1.38
1912.17	9.44	25.85	-1.39
1912.25	9.43	25.99	-1.39
1912.34	9.46	25.61	-1.39
1912.42	9.52	24.88	-1.39
1912.5	9.63	23.52	-1.39
1912.59	9.71	22.57	-1.38
1912.67	9.69	22.82	-1.38
1912.75	9.7	22.7	-1.37
1912.84	9.65	23.32	-1.37
1912.92	9.66	23.24	-1.36
1913	9.62	23.69	-1.35
1913.09	9.56	24.37	-1.34
1913.17	9.52	24.91	-1.33
1913.25	9.49	25.23	-1.32
1913.34	9.47	25.52	-1.31
1913.42	9.5	25.13	-1.29
1913.5	9.62	23.68	-1.28
1913.59	9.64	23.38	-1.26
1913.67	9.66	23.18	-1.25
1913.75	9.69	22.84	-1.23
1913.84	9.6	23.85	-1.21
1913.92	9.49	25.26	-1.19
1914	9.45	25.78	-1.17
1914.09	9.45	25.7	-1.15
1914.17	9.44	25.81	-1.14
1914.25	9.4	26.29	-1.12
1914.34	9.4	26.36	-1.1
1914.42	9.43	25.94	-1.08
1914.5	9.52	24.92	-1.06
1914.59	9.65	23.34	-1.04
1914.67	9.7	22.7	-1.02
1914.75	9.64	23.42	-1
1914.84	9.57	24.23	-0.98
1914.92	9.47	25.47	-0.96
1915	9.42	26.1	-0.94
1915.09	9.41	26.21	-0.92
1915.17	9.35	26.95	-0.9
1915.25	9.31	27.43	-0.88
1915.34	9.38	26.57	-0.87
1915.42	9.46	25.58	-0.85
1915.5	9.63	23.5	-0.83
1915.59	9.75	22.14	-0.81
1915.67	9.75	22.09	-0.79
1915.75	9.65	23.34	-0.78
1915.84	9.55	24.55	-0.76
1915.92	9.49	25.3	-0.74
1916	9.37	26.71	-0.72
1916.09	9.37	26.68	-0.71
1916.17	9.4	26.32	-0.69
1916.25	9.4	26.37	-0.68
1916.34	9.42	26.05	-0.66
1916.42	9.49	25.21	-0.64
1916.5	9.58	24.16	-0.63
1916.59	9.62	23.69	-0.61
1916.67	9.59	24.03	-0.6
1916.75	9.56	24.38	-0.59
1916.84	9.58	24.21	-0.57
1916.92	9.47	25.47	-0.56
1917	9.42	26.07	-0.55
1917.09	9.36	26.83	-0.53
1917.17	9.32	27.36	-0.52
1917.25	9.4	26.39	-0.51
1917.34	9.42	26.06	-0.5
1917.42	9.46	25.55	-0.49
1917.5	9.53	24.71	-0.48
1917.59	9.55	24.52	-0.47
1917.67	9.53	24.76	-0.46
1917.75	9.56	24.44	-0.46
1917.84	9.53	24.77	-0.45
1917.92	9.45	25.7	-0.44
1918	9.37	26.73	-0.44
1918.09	9.32	27.31	-0.43
1918.17	9.31	27.47	-0.42
1918.25	9.34	27.04	-0.42
1918.34	9.43	26.03	-0.42
1918.42	9.48	25.37	-0.41
1918.5	9.58	24.13	-0.41
1918.59	9.64	23.44	-0.4
1918.67	9.63	23.55	-0.4
1918.75	9.61	23.77	-0.4
1918.84	9.52	24.93	-0.39
1918.92	9.42	26.07	-0.39
1919	9.41	26.25	-0.38
1919.09	9.42	26.07	-0.38
1919.17	9.41	26.18	-0.37
1919.25	9.39	26.49	-0.37
1919.34	9.4	26.32	-0.37
1919.42	9.46	25.58	-0.36
1919.5	9.57	24.27	-0.36
1919.59	9.57	24.27	-0.35
1919.67	9.67	23.06	-0.35
1919.75	9.62	23.67	-0.34
1919.84	9.56	24.34	-0.33
1919.92	9.46	25.65	-0.33
1920	9.41	26.22	-0.32
1920.09	9.39	26.46	-0.32
1920.17	9.36	26.77	-0.31
1920.25	9.36	26.78	-0.3
1920.34	9.41	26.22	-0.3
1920.42	9.47	25.43	-0.29
1920.5	9.51	25.03	-0.28
1920.59	9.58	24.19	-0.28
1920.67	9.62	23.67	-0.27
1920.75	9.56	24.4	-0.27
1920.84	9.56	24.38	-0.26
1920.92	9.54	24.59	-0.26
1921	9.4	26.36	-0.25
1921.09	9.37	26.76	-0.25
1921.17	9.33	27.16	-0.24
1921.25	9.31	27.48	-0.24
1921.34	9.31	27.45	-0.24
1921.42	9.35	26.95	-0.24
1921.5	9.43	25.92	-0.24
1921.59	9.51	25.02	-0.24
1921.67	9.55	24.52	-0.24
1921.75	9.59	24.03	-0.24
1921.84	9.54	24.59	-0.24
1921.92	9.51	25.06	-0.24
1922	9.43	25.99	-0.25
1922.09	9.41	26.16	-0.25
1922.17	9.39	26.5	-0.26
1922.25	9.31	27.43	-0.27
1922.34	9.31	27.42	-0.27
1922.42	9.37	26.7	-0.28
1922.5	9.48	25.34	-0.29
1922.59	9.53	24.72	-0.3
1922.67	9.53	24.76	-0.31
1922.75	9.49	25.23	-0.33
1922.84	9.46	25.55	-0.34
1922.92	9.45	25.7	-0.35
1923	9.44	25.91	-0.37
1923.09	9.42	26.15	-0.38
1923.17	9.39	26.44	-0.4
1923.25	9.36	26.81	-0.41
1923.34	9.39	26.43	-0.43
1923.42	9.4	26.31	-0.45
1923.5	9.46	25.57	-0.47
1923.59	9.56	24.44	-0.48
1923.67	9.58	24.15	-0.5
1923.75	9.59	23.99	-0.52
1923.84	9.53	24.7	-0.54
1923.92	9.54	24.67	-0.55
1924	9.57	24.25	-0.57
1924.09	9.59	24.08	-0.59
1924.17	9.48	25.42	-0.6
1924.25	9.4	26.4	-0.62
1924.34	9.42	26.08	-0.64
1924.42	9.46	25.65	-0.65
1924.5	9.49	25.23	-0.67
1924.59	9.55	24.46	-0.68
1924.67	9.64	23.42	-0.7
1924.75	9.63	23.59	-0.71
1924.84	9.54	24.66	-0.72
1924.92	9.45	25.77	-0.73
1925	9.41	26.19	-0.75
1925.09	9.39	26.46	-0.76
1925.17	9.4	26.3	-0.77
1925.25	9.34	27.07	-0.78
1925.34	9.32	27.28	-0.79
1925.42	9.57	24.27	-0.8
1925.5	9.57	24.25	-0.81
1925.59	9.68	22.99	-0.81
1925.67	9.64	23.42	-0.82
1925.75	9.59	23.99	-0.83
1925.84	9.58	24.13	-0.83
1925.92	9.56	24.44	-0.83
1926	9.54	24.6	-0.83
1926.09	9.51	25.02	-0.84
1926.17	9.47	25.52	-0.84
1926.25	9.46	25.64	-0.83
1926.34	9.47	25.5	-0.83
1926.42	9.5	25.07	-0.83
1926.5	9.55	24.5	-0.83
1926.59	9.64	23.42	-0.82
1926.67	9.66	23.18	-0.81
1926.75	9.62	23.7	-0.81
1926.84	9.57	24.23	-0.8
1926.92	9.54	24.64	-0.79
1927	9.38	26.6	-0.78
1927.09	9.35	26.93	-0.77
1927.17	9.36	26.83	-0.76
1927.25	9.35	26.89	-0.75
1927.34	9.48	25.32	-0.73
1927.42	9.53	24.71	-0.72
1927.5	9.57	24.27	-0.71
1927.59	9.6	23.95	-0.7
1927.67	9.63	23.55	-0.68
1927.75	9.59	24.09	-0.67
1927.84	9.53	24.71	-0.65
1927.92	9.47	25.44	-0.64
1928	9.46	25.67	-0.62
1928.09	9.44	25.8	-0.61
1928.17	9.41	26.17	-0.59
1928.25	9.41	26.16	-0.58
